New Devine Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/10/01/new-devine-walmart-opens-to-shoppers,"October 01, 2014","
            New store located at 175 IH 35 N.Devine Walmart creates approximately 200 new jobsStore open 6 a.m. to midnight, seven days a weekLocal Facebook page: www.facebook.com/walmart4103 DEVINE, Texas, Oct.…"
New Fresno Walmart Opens for Shoppers,http://news.walmart.com/news-archive/2015/01/16/new-fresno-walmart-opens-for-shoppers,"January 16, 2015","
            New store located at 1804 E. Ashlan Ave.Fresno Walmart creates approximately 300 new jobsStore open 6 a.m. to 11 p.m., seven days a weekLocal Facebook page: www.facebook.com/walmart5632 FRESNO,…"
New North Augusta Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/10/15/new-north-augusta-walmart-opens-to-shoppers,"October 15, 2014","
            New store located at 1041 Edgefield Road North Augusta Walmart creates approximately 300 new jobsStore open 6 a.m. to 11 p.m., seven days a weekLocal Facebook page: www.facebook.com/walmart6576…"
"New Huntsville, Arkansas Walmart Opens to Shoppers",http://news.walmart.com/news-archive/2014/10/08/new-huntsville-arkansas-walmart-opens-to-shoppers,"October 08, 2014","
            New store located at 157 Gary Hatfield Way, relocating from 121 Lee St.Relocated Huntsville Walmart creates approximately 85 additional jobsStore open 24 hours a day, seven days a weekLocal Facebook…"
New Fountainbleau Miami Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/09/17/new-fountainbleau-miami-walmart-opens-to-shoppers,"September 17, 2014","
            New store located at 9191 W. Flager St.Fountainbleau Miami Walmart creates approximately 300 new jobsStore open Monday through Thursday, 6 a.m. to midnight, Friday through Sunday, 6 a.m. to 2…"
New Boca Raton Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/09/03/new-boca-raton-walmart-opens-to-shoppers,"September 03, 2014","
            New store located at 22100 State Road 7Boca Raton Walmart creates approximately 300 new jobsStore open 7 a.m. to 10 p.m., seven days a weekLocal Facebook page: www.facebook.com/walmart3858 BOCA…"
New Murfreesboro Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/10/22/new-murfreesboro-walmart-opens-to-shoppers,"October 22, 2014","
            New store located at 2012 Memorial Blvd.Murfreesboro Walmart creates approximately 300 new jobsStore open 24 hours a day, seven days a weekLocal Facebook page: http://www.facebook.com/walmart2757…"
New Roseville Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/10/15/new-roseville-walmart-opens-to-shoppers,"October 15, 2014","
            New store located at 1400 Lead Hill Blvd.Roseville Walmart creates approximately 300 new jobsStore open 6 a.m. to midnight, seven days a weekLocal Facebook page: www.facebook.com/walmart4202…"
New Rawlins Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/10/15/new-rawlins-walmart-opens-to-shoppers,"October 15, 2014","
            New store located at 2390 E. Cedar St.Rawlins Walmart creates approximately 200 new jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart4471 RAWLINS, Wyo.,…"
New Knoxville Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/08/06/new-knoxville-walmart-opens-to-shoppers,"August 06, 2014","
            New store located in University Commons urban retail centerKnoxville Walmart creates approximately 200 new jobsStore open 24 hours, seven days a weekLocal Facebook page: www.facebook.com/walmart4167…"
Expanded Bakersfield Walmart Re-Opens to Shoppers,http://news.walmart.com/news-archive/2014/09/24/expanded-bakersfield-walmart-re-opens-to-shoppers,"September 24, 2014","
            Expanded store located at 8400 Rosedale HighwayBakersfield Walmart expansion creates approximately 80 additional jobsStore open 24 hours a day, seven days a weekLocal Facebook page:…"
New Sioux Falls Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/08/08/new-sioux-falls-walmart-opens-to-shoppers,"August 08, 2014","
            New store located at 5200 W. 60th N.Sioux Falls Walmart creates approximately 250 jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart4865 SIOUX FALLS, S.D.,…"
Expanded Miramar Walmart Re-Opens to Shoppers,http://news.walmart.com/news-archive/2014/10/01/expanded-miramar-walmart-re-opens-to-shoppers,"October 01, 2014","
            Expanded store located at 1800 S. University DriveMiramar Walmart expansion creates approximately 80 additional jobsStore open 24 hours a day, seven days a week  Local Facebook page:…"
New Saugus Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/10/15/new-saugus-walmart-opens-to-shoppers,"October 15, 2014","
            New store located at 770 BroadwaySaugus Walmart creates approximately 300 new jobsStore open Monday through Saturday, 6 a.m. to midnight; Sunday, 6 a.m. to 10 p.m.Local Facebook page:…"
New Roseville Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/10/21/new-roseville-walmart-opens-to-shoppers,"October 21, 2014","
            New store located at 1400 Lead Hill Blvd.Roseville Walmart creates approximately 300 new jobsStore open 6 a.m. to midnight, seven days a weekLocal Facebook page: www.facebook.com/walmart4202…"
New Garden Grove Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/07/09/new-garden-grove-walmart-opens-to-shoppers,"July 09, 2014","
            New store located at 11822 Gilbert St.Store employs about 200 associatesStore open 6 a.m. to 11 p.m., seven days a weekLocal Facebook page: www.facebook.com/walmart4171 GARDEN GROVE, Calif., July 9,…"
New Mountain Iron Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/08/08/new-mountain-iron-walmart-opens-to-shoppers,"August 08, 2014","
            New store located at 8580 Rock Ridge DriveMountain Iron Walmart creates approximately 250 jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart4849 MOUNTAIN…"
New Topeka Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/10/01/new-topeka-walmart-opens-to-shoppers,"October 08, 2014","
            New store located at 2626 SE. California Ave.Up to 300 new jobs created by Topeka Walmart Supercenter Store open 6 a.m. to midnight, seven days a weekLocal Facebook page: www.facebook.com/walmart6392…"
New Sachse Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/07/16/new-sachse-walmart-opens-to-shoppers,"July 16, 2014","
            New store located at 8015 Woodbridge ParkwaySachse Walmart creates approximately 300 new jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart5673 SACHSE,…"
New Gentilly Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/08/06/new-gentilly-walmart-opens-to-shoppers,"August 06, 2014","
            New store located at 4301 Chef Menteur HighwayGentilly Walmart creates approximately 250 new jobsStore open 6 a.m. to 10 p.m., seven days a weekLocal Facebook page: www.facebook.com/walmart3167 New…"
New Baytown Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/09/03/new-baytown-walmart-opens-to-shoppers,"September 03, 2014","
            New store located at 8700 N. Highway 146Baytown Walmart creates approximately 300 new jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart2439 BAYTOWN, Texas,…"
New East Point Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/10/15/new-east-point-walmart-opens-to-shoppers,"October 15, 2014","
            New store located at Cleveland Avenue CrossingEast Point Walmart creates approximately 300 new jobsStore open 6 a.m. to 11 p.m., 7 days a weekLocal Facebook page: http://www.facebook.com/walmart6998…"
New Philadelphia Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/09/17/new-philadelphia-walmart-opens-to-shoppers,"September 18, 2014","
            New store located at 4301 Byberry Road relocating from 1 Franklin Mills Blvd.Relocated Philadelphia Walmart creates approximately 85 additional jobsStore open 24 hours a day, seven days a weekLocal…"
New Seminole Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/07/09/new-seminole-walmart-opens-to-shoppers,"July 09, 2014","
            New store located at 10237 Bay Pines Blvd., relocating from 3993 Tyrone Blvd. in St. PetersburgRelocated Walmart creates approximately 85 additional jobsStore open 24 hours a day, seven days a…"
New North Shore Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/08/06/new-north-shore-walmart-opens-to-shoppers,"August 06, 2014","
            New store located at 6300 W. Brown Deer RoadThe North Shore Walmart creates approximately 300 new jobsStore open 6 a.m. to 11 p.m., seven days a weekLocal Facebook page: www.facebook.com/walmart6394…"
New Meridian Walmart Opens for Shoppers,http://news.walmart.com/news-archive/2015/01/16/new-meridian-walmart-opens-for-shoppers,"January 16, 2015","
            New store located at 5001 N. Ten Mile RoadMeridian Walmart creates approximately 300 new jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart5841 BOISE,…"
New Mount Vernon Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/10/15/new-mount-vernon-walmart-opens-to-shoppers,"October 15, 2014","
            New store located at 500 W. Mount Vernon Blvd.Mount Vernon Walmart creates approximately 130 new jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart7249…"
New Robertsdale Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/09/17/new-robertsdale-walmart-opens-to-shoppers,"September 17, 2014","
            New store located at 21141 Highway 59Robertsdale Walmart creates approximately 200 new jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart6173 ROBERTSDALE,…"
New Wesley Chapel Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/08/13/new-wesley-chapel-walmart-opens-to-shoppers,"August 13, 2014","
            New store located at 28500 State Road 54Wesley Chapel Walmart creates approximately 300 new jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart3418 WESLEY…"
Expanded Aberdeen Walmart Re-Opens to Shoppers,http://news.walmart.com/news-archive/2014/09/03/expanded-aberdeen-walmart-re-opens-to-shoppers,"September 03, 2014","
            Expanded store located at 909 E. Wishkah St.Aberdeen Walmart expansion provides approximately 80 additional jobsStore open 24 hours a day, seven days a weekLocal Facebook page:…"
Expanded Manchester Walmart Re-Opens to Shoppers,http://news.walmart.com/news-archive/2014/08/20/expanded-manchester-walmart-re-opens-to-shoppers,"August 20, 2014","
            Expanded store located at 420 Buckland Hills DriveManchester Walmart expansion creates approximately 80 additional jobsStore open 6 a.m. to midnight, seven days a weekLocal Facebook page:…"
New Indio Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/10/02/new-indio-walmart-opens-to-shoppers,"October 02, 2014","
            New store located at 82491 Avenue 42Indio Walmart creates approximately 300 new jobsStore open 6 a.m. to midnight, seven days a weekLocal Facebook page: www.facebook.com/walmart2181 INDIO, Calif.,…"
Relocated Lockport Walmart Opens for Shoppers,http://news.walmart.com/news-archive/2015/01/21/relocated-lockport-walmart-opens-for-shoppers,"January 21, 2015","
            New store located at 5735 S. Transit RoadLockport Walmart creates approximately 85 additional jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart2107…"
New Northside Miami Walmart Opens for Shoppers,http://news.walmart.com/news-archive/2015/01/14/new-northside-miami-walmart-opens-for-shoppers,"January 14, 2015","
            New store located at 3200 NW. 79th St.Northside Miami Walmart creates approximately 300 new jobsStore open 7 a.m. to 11 p.m., seven days a weekLocal Facebook page: www.facebook.com/walmart4303 MIAMI,…"
New Largo Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/10/15/new-largo-walmart-opens-to-shoppers,"October 15, 2014","
            New store located at 990 N. Missouri Ave., relocating from 1111 N. Missouri Ave.Relocated Largo Walmart creates approximately 85 additional jobsStore open 24 hours a day, seven days a weekLocal…"
New Fort Worth Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/10/22/new-fort-worth-walmart-opens-to-shoppers,"October 22, 2014","
            New store located at 2245 Jacksboro HighwayFort Worth Walmart creates approximately 300 new jobsStore open 6 a.m. to midnight, seven days a weekLocal Facebook page: www.facebook.com/walmart4165 FORT…"
New Huntsville Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/10/08/new-huntsville-walmart-opens-to-shoppers,"October 08, 2014","
            New store located at 3031 Memorial Parkway SW., relocating from 2900 S. Memorial ParkwayRelocated Huntsville Walmart creates approximately 85 additional jobsStore open 24 hours a day, seven days a…"
New Choctaw Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/07/09/new-choctaw-walmart-opens-to-shoppers,"July 09, 2014","
            New store located at 14185 Mack Harrington DriveChoctaw Walmart creates approximately 300 new jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart4195…"
New Grantsboro Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/07/09/new-grantsboro-walmart-opens-to-shoppers,"July 09, 2014","
            New store located at 11233 B NC-55 HighwayGrantsboro Walmart creates approximately 150 new jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart7238…"
New Skokie Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/08/06/new-skokie-walmart-opens-to-shoppers,"August 06, 2014","
            New store located at West Touhy and St. Louis AvenuesSkokie Walmart creates approximately 300 new jobsStore open 24 hours a day, seven days a weekLocal Facebook page:…"
New Cochran Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2014/08/13/new-cochran-walmart-opens-to-shoppers,"August 13, 2014","
            New store located at 366 Highway 26Cochran Walmart creates approximately 150 new jobsStore open 6 a.m. to midnight, seven days a week  Local Facebook page: www.facebook.com/walmart7246 COCHRAN,…"
Expanded Germantown Walmart Re-Opens to Shoppers,http://news.walmart.com/news-archive/2014/07/24/expanded-germantown-walmart-re-opens-to-shoppers,"July 24, 2014","
            Expanded store located at 20910 Frederick RoadGermantown Walmart expansion creates approximately 80 additional jobsStore open 24 hours a day, seven days a weekLocal Facebook page:…"
New Ogallala Walmart Opens to Shoppers,http://news.walmart.com/news-archive/2015/01/21/new-ogallala-walmart-opens-to-shoppers,"January 21, 2015","
            New store located at 201 Pony Express LaneOgallala Walmart creates approximately 200 new jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart7129 OGALLALA,…"
New Murfreesboro Walmart Opens for Shoppers,http://news.walmart.com/news-archive/2015/03/11/new-murfreesboro-walmart-opens-for-shoppers,"March 11, 2015","
            New store located at 140 Joe B. Jackson ParkwayMurfreesboro Walmart creates approximately 300 new jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart0416…"
Relocated Booneville Walmart Opens for Shoppers,http://news.walmart.com/news-archive/2015/03/11/relocated-booneville-walmart-opens-for-shoppers,"March 11, 2015","
            Relocated store located at 1400 E. Main St.Booneville Walmart creates approximately 200 new jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart0055…"
New Morristown Walmart Opens for Shoppers,http://news.walmart.com/news-archive/2015/03/11/new-morristown-walmart-opens-for-shoppers,"March 11, 2015","
            New store located at 4331 W. Andrew Johnson HighwayMorristown Walmart creates approximately 300 new jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart6370…"
New Hazel Green Walmart Opens for Shoppers,http://news.walmart.com/news-archive/2015/03/11/new-hazel-green-walmart-opens-for-shoppers,"March 11, 2015","
            New store located at 14595 N. Highway 231/241Hazel Green Walmart creates approximately 300 new jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart6878 HAZEL…"
New Walmart Store to open for Marysville Shoppers,http://news.walmart.com/2013/09/16/new-walmart-store-to-open-for-marysville-shoppers,"September 16, 2013","
            New store located at 8713 64th St. NE. Marysville Walmart creates approximately 300 new jobs Store open 24 hours a day, seven days a week MARYSVILLE, Wash., Sept. 16, 2013 – A new Walmart will…"
Expanded North Conway Walmart Re-Opens to Shoppers,http://news.walmart.com/news-archive/2015/03/04/expanded-north-conway-walmart-re-opens-to-shoppers,"March 04, 2015","
            Expanded store located at 46 N. South RoadManchester Walmart expansion creates approximately 80 additional jobsStore open 6 a.m. to 10 p.m., seven days a weekLocal Facebook page:…"
New Tallassee Walmart Opens Relocated Store to Shoppers,http://news.walmart.com/news-archive/2014/07/16/new-tallassee-walmart-opens-relocated-store-to-shoppers,"July 16, 2014","
            New store located at 2190 Gilmer Ave., relocating from 1302 Gilmer Ave.Relocated Tallassee Walmart creates approximately 85 additional jobsStore open 6 a.m. to 11 p.m., seven days a weekLocal…"
New Tigard and Sherwood Walmart Stores Open to Shoppers,http://news.walmart.com/news-archive/2014/08/06/new-tigard-and-sherwood-walmart-stores-open-to-shoppers,"August 11, 2014","
            Tigard store located at 7600 SW. Dartmouth St.Tigard Local Facebook page: www.facebook.com/walmart5935Sherwood store located at 21320 SW. Langer Farms ParkwaySherwood Local Facebook page:…"
New Camp Hill Walmart to Open to Shoppers,http://news.walmart.com/news-archive/2014/08/06/new-camp-hill-walmart-to-open-to-shoppers,"August 06, 2014","
            New store located at 3400 Hartzdale DriveCamp Hill Walmart creates approximately 200 new jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart5888CAMP HILL,…"
Expanded Los Banos Walmart Re-Opens to Shoppers,http://news.walmart.com/news-archive/2014/08/27/expanded-los-banos-walmart-re-opens-to-shoppers,"August 27, 2014","
            Expanded store located at 1575 W. Pacheco Blvd.Los Banos Walmart expansion creates approximately 80 additional jobsStore open 24 hours a day, seven days a weekLocal Facebook page:…"
New Northwest Arkansas Walmart Stores Open to Shoppers,http://news.walmart.com/news-archive/2014/08/06/new-northwest-arkansas-walmart-stores-open-to-shoppers,"August 06, 2014","
            New Springdale Supercenter located at 4870 Elm Springs RoadNew Farmington Walmart Neighborhood Market located at 367 W. Main St.Stores creates approximately 400 new jobsBoth stores open 24 hours a…"
"Asda Set To Open 168 Stores in 2011, Helping Save Shoppers More Money Than Ever Before",http://news.walmart.com/news-archive/2011/03/09/asda-set-to-open-168-stores-in-2011-helping-save-shoppers-more-money-than-ever-before,"March 08, 2011","
            Asda receives confirmation the OFT will not refer its acquisition of Netto to the Competition Commission; Acquisition will add 147 Netto stores and 1.2m sq ft of space; £100m-plus capital…"
Grand opening scheduled for new Walmart Supercenter at Chandler Fashion Center,http://news.walmart.com/news-archive/2015/03/09/grand-opening-scheduled-for-new-walmart-supercenter-at-chandler-fashion-center,"March 09, 2015","
            New store located at 3460 W. Chandler Blvd., at Chandler Fashion CenterCreates approximately 300 new jobsStore open 24 hours a day, seven days a weekLocal Facebook page: www.facebook.com/walmart6480…"
Walmart Ready to Reveal New Store to Augusta Shoppers,http://news.walmart.com/news-archive/2014/03/19/walmart-ready-to-reveal-new-store-to-augusta-shoppers,"March 19, 2014","
            New store located at Wrightsboro and North Leg Roads Augusta Walmart creates approximately 300 new jobs Store open 24 hours a day, seven days a week AUGUSTA, Ga., March 19, 2014 – A new Walmart will…"
New South Gate Walmart Supercenter to Open April 9  ,http://news.walmart.com/news-archive/2014/04/07/new-south-gate-walmart-supercenter-to-open-april-9,"April 07, 2014","
            New store located at 4651 Firestone Blvd.South Gate Walmart creates approximately 250 new jobsStore open 24 hours a day, seven days a week SOUTH GATE, Calif., April 7, 2014 – A new Walmart will open…"
New Walmart Neighborhood Market Opening in Thousand Oaks,http://news.walmart.com/news-archive/2014/03/26/new-walmart-neighborhood-market-opening-in-thousand-oaks,"March 26, 2014","
            New Walmart Neighborhood Market located at 512 Ventu Park Road Approximately 65 jobs created by Thousand Oaks Walmart Neighborhood Market Store open 24 hours a day, seven days a week THOUSAND OAKS,…"
Walmart Ready to Reveal New Store to Grand Forks Shoppers,http://news.walmart.com/news-archive/2014/03/28/walmart-ready-to-reveal-new-store-to-grand-forks-shoppers,"March 28, 2014","
            New store located at 55th Street and Gateway Drive. Grand Forks Walmart creates 300 new jobs Store open 24 hours a day, seven days a week GRAND FORKS, N.D., March 28, 2014 – A new Walmart will open…"
Dallas Walmart Welcomes Shoppers to New Store,http://news.walmart.com/news-archive/2013/04/16/dallas-walmart-welcomes-shoppers-to-new-store,"April 23, 2014","
            New store located at 7075 W. Wheatland RoadDallas Walmart creates approximately 300 new jobsStore open 24 hours a day, seven days a week DALLAS, April 16, 2014 – A new Walmart will open Wednesday,…"
Walmart Ready to Reveal New Store to Kaufman Shoppers,http://news.walmart.com/news-archive/2013/04/16/walmart-ready-to-reveal-new-store-to-kaufman-shoppers,"April 23, 2014","
            KAUFMAN, Texas, April 16, 2014 – A new Walmart will open Wednesday, April 23, after a brief ribbon-cutting ceremony at 7:30 a.m. The new store at 300 Kings Fort Parkway is conveniently located and is…"
Walmart Ready to Reveal New Store to Galt Shoppers,http://news.walmart.com/news-archive/2014/06/05/walmart-ready-to-reveal-new-store-to-galt-shoppers,"June 05, 2014","
            New store located at 10470 Twin Cities RoadGalt Walmart creates approximately 300 new jobsStore open 6 a.m. to midnight, seven days a week GALT, Calif., June 4, 2014 – A new Walmart will open…"
Walmart Ready to Reveal New Store to Ponchatoula Shoppers,http://news.walmart.com/news-archive/2014/04/02/walmart-ready-to-reveal-new-store-to-ponchatoula-shoppers,"April 02, 2014","
            New store located at 1331 Highway 51 Ponchatoula Walmart creates approximately 300 new jobs Store open 24 hours a day, seven days a week PONCHATOULA, La., April 2, 2014 – A new Walmart will open…"
Walmart Ready to Reveal New Store to Victorville Shoppers,http://news.walmart.com/news-archive/2014/05/14/walmart-ready-to-reveal-new-store-to-victorville-shoppers,"May 14, 2014","
            New store located at 12234 Palmdale RoadVictorville Walmart creates approximately 300 new jobsStore open 24 hours a day, seven days a week VICTORVILLE, Calif. May 7, 2014 – A new Walmart will open…"
Walmart Ready to Reveal New Store to Cedar Park Shoppers,http://news.walmart.com/news-archive/2014/05/14/walmart-ready-to-reveal-new-store-to-cedar-park-shoppers,"May 14, 2014","
            New store located at 2801 E. Whitestone Blvd.Cedar Park Walmart creates approximately 300 new jobsStore open 24 hours a day, seven days a week CEDAR PARK, Texas, May 14, 2014 – A new Walmart will…"
Walmart Ready to Reveal New Store to Battle Ground Shoppers,http://news.walmart.com/news-archive/2014/05/14/walmart-ready-to-reveal-new-store-to-battle-ground-shoppers,"May 14, 2014","
            New store located at 1201 SW. 13th Ave.Battle Ground Walmart creates approximately 300 new jobsStore open 24 hours a day, seven days a week BATTLE GROUND, Wash., May 14, 2014 – A new Walmart will…"
Joplin’s First Walmart Neighborhood Market Prepares to Open,http://news.walmart.com/news-archive/2014/05/01/joplins-first-walmart-neighborhood-market-prepares-to-open,"May 01, 2014","
            New Walmart Neighborhood Market located at 7th and Saint Louis StreetsUp to 95 jobs created by Joplin Walmart Neighborhood Market Store open 24 hours a day, seven days a weekJOPLIN, Mo., April 28,…"
Walmart Ready to Reveal Two New Stores to Atlanta-Area Shoppers,http://news.walmart.com/news-archive/2014/05/28/walmart-ready-to-reveal-two-new-stores-to-atlanta-area-shoppers,"May 28, 2014","
            New stores located in Blue Ridge and Holly SpringsStores create approximately 500 new jobsStores open 24 hours a day, seven days a week ATLANTA, May 28, 2014 – Two new Walmart Supercenters will open…"
Walmart Ready to Reveal New Store to Old Bridge Shoppers,http://news.walmart.com/news-archive/2014/04/02/walmart-ready-to-reveal-new-store-to-old-bridge-shoppers,"April 02, 2014","
            New store located at 2825 Route 18 S. Old Bridge Walmart creates approximately 300 new jobs Store open 24 hours a day, seven days a week OLD BRIDGE, N.J., April 2, 2014 – A new Walmart will open…"
Walmart Ready to Reveal New Store to Hidalgo Shoppers,http://news.walmart.com/news-archive/2014/07/09/walmart-ready-to-reveal-new-store-to-hidalgo-shoppers,"July 09, 2014","
            New store located at the corner of Jackson and Dicker RoadsHidalgo Walmart creates approximately 300 new jobsStore open 24 hours a day, seven days a week HIDALGO, Texas, July 9, 2014 – A new Walmart…"
Walmart Ready to Reveal Expanded Store to Avon Shoppers,http://news.walmart.com/news-archive/2014/04/02/walmart-ready-to-reveal-expanded-store-to-avon-shoppers,"April 02, 2014","
            Store located at 30 Memorial Drive Approximately 22,000 additional square feet Avon Walmart creates approximately 80 additional jobs Store open 7 a.m. to 10 p.m., Monday through Saturday, 8 a.m. to 8…"
Walmart Ready to Reveal New Store to Galt Shoppers,http://news.walmart.com/news-archive/2014/06/04/walmart-ready-to-reveal-new-store-to-galt-shoppers,"June 04, 2014","
            New store located at 10470 Twin Cities RoadGalt Walmart creates approximately 300 new jobsStore open 6 a.m. to midnight, seven days a week GALT, Calif., June 4, 2014 – A new Walmart will open…"
